Reporting date,Card Type,Category,Series Description,Sector,Sub-sector, ObservationType , Observation Scale,Value
2020-03,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,13276
2020-03,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,11377
2020-03,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,19549
2020-03,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,8216
2020-03,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,6046
2020-03,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,1337
2020-03,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,26655
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2490224
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1265313
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,144934
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,119386
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,306408
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,855347
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,174292
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,85523
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,27070
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,90792
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,228369
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,235137
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,374800
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,200771
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,151051
2020-03,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,827096
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,1883921
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1137045
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,99847
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,84028
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,152079
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,377594
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,30975
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,4970
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,15282
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,36812
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,177035
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,108816
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,172845
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,69278
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,92882
2020-04,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,571891
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,251688
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,108953
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,22197
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,24531
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,27773
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,54441
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,1193
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,-863
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,3729
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,7164
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,21691
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,19837
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,18787
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,6421
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,8745
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,79184
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,42557
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,1415
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,10496
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,21364
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,1593
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,1249
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,12336
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,2030
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,879
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,561
2020-04,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,18307
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2178166
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1245998
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,123459
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,119055
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,179852
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,453399
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,33761
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,5356
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,19011
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,43976
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,198726
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,140989
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,193662
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,76578
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,102188
2020-04,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,669382
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,2168977
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1190137
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,127253
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,102657
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,264337
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,468063
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,41259
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,9502
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,18863
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,56245
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,192183
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,146308
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,218103
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,104837
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,99012
2020-05,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,588043
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,304248
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,113395
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,30763
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,28837
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,51069
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,68306
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,-1104
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,-752
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,4722
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,11710
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,22836
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,27970
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,24763
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,9819
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,10027
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,79659
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,54490
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,1756
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,11839
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,26976
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,2879
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,1414
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,15301
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,2403
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,1143
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,623
2020-05,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,19743
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,2527715
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1303532
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,159772
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,143333
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,315406
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,563345
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,43034
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,10164
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,23585
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,67955
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,215019
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,189579
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,245269
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,115799
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,109662
2020-05,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,687445
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,2590016
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1249370
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,217605
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,122330
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,404647
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,672298
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,84919
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,30595
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,29442
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,91532
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,216969
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,213849
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,318067
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,156773
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,145312
2020-06,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,752325
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,372573
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,122061
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,44948
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,30802
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,79709
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,118396
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,10124
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,11414
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,6151
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,20685
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,27026
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,42243
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,35049
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,14646
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,15202
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,97020
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,67349
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,2371
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,13543
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,39886
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,5498
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,2760
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,22814
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Total,Value,Euro Thousands,3337
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,1831
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Social,Entertainment,Value,Euro Thousands,865
2020-06,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Other,Total,Value,Euro Thousands,23684
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Total,Value,Euro Thousands,3029938
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1371431
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Clothing,Value,Euro Thousands,264924
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Electrical Goods,Value,Euro Thousands,166675
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Retail,Hardware,Value,Euro Thousands,484356
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Services,Total,Value,Euro Thousands,830580
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Services,Transport,Value,Euro Thousands,100541
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Services,Accommodation,Value,Euro Thousands,44769
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Services,Education,Value,Euro Thousands,35593
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Services,Health,Value,Euro Thousands,112217
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Services,Utilities,Value,Euro Thousands,243995
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Services,Professional Services,Value,Euro Thousands,278906
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Social,Total,Value,Euro Thousands,356453
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,173250
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Social,Entertainment,Value,Euro Thousands,161379
2020-06,All,Gross Transactions,Sectoral Spending Total Cards,Other,Total,Value,Euro Thousands,873029
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Total,Value,Euro Thousands,2476301
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,1129341
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Clothing,Value,Euro Thousands,241316
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Electrical Goods,Value,Euro Thousands,116512
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Retail,Hardware,Value,Euro Thousands,380421
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Total,Value,Euro Thousands,878134
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Transport,Value,Euro Thousands,108407
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Accommodation,Value,Euro Thousands,118501
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Education,Value,Euro Thousands,28768
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Health,Value,Euro Thousands,112811
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Utilities,Value,Euro Thousands,223884
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Services,Professional Services,Value,Euro Thousands,279913
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Total,Value,Euro Thousands,444762
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,269458
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Social,Entertainment,Value,Euro Thousands,156714
2020-07,Debit Cards,Gross Transactions,Sectoral Spending on Debit Cards,Other,Total,Value,Euro Thousands,769601
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Total,Value,Euro Thousands,362447
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,"Groceries/
Perishables",Value,Euro Thousands,111293
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Clothing,Value,Euro Thousands,45992
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Electrical Goods,Value,Euro Thousands,27868
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Retail,Hardware,Value,Euro Thousands,77447
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Total,Value,Euro Thousands,169536
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Transport,Value,Euro Thousands,9709
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Accommodation,Value,Euro Thousands,43355
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Education,Value,Euro Thousands,6483
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Health,Value,Euro Thousands,27092
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Utilities,Value,Euro Thousands,29191
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Services,Professional Services,Value,Euro Thousands,52752
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Total,Value,Euro Thousands,53507
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,"Restaurants/
Dining",Value,Euro Thousands,30055
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Social,Entertainment,Value,Euro Thousands,17988
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Personal Credit Cards,Other,Total,Value,Euro Thousands,102806
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Total,Value,Euro Thousands,68699
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Clothing,Value,Euro Thousands,2887
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Retail,Electronics/Phones/Laptops/Tablets,Value,Euro Thousands,13043
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Total,Value,Euro Thousands,43521
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Transport,Value,Euro Thousands,6140
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Accommodation,Value,Euro Thousands,6600
2020-07,Credit Cards,Gross Transactions,Sectoral Spending on Business Credit Cards,Services,Professional Services,Value,Euro Thousands,21432
